session,identifier,title,primary_sponsors,co_sponsors,abstract,final_disposition,most_recent_action,signed_into_law,governor_bound,was_textually_amended,similarity_ratio,text_change_narrative,amendments_listed,nelis_url
83,AB24,AN ACT relating to education; repealing the requirement for the Department of Education to establish a pilot program to provide competency-based education; authorizing certain entities to apply to the Department for approval to provide a program of competency-based education; establishing requirements for programs of competency-based education approved by the Department; repealing the requirement for the Department to conduct a public awareness campaign regarding competency-based education; and providing other matters properly relating thereto.,Assembly Committee on Education,,"Existing law requires the Department of Education to establish a pilot program to provide competency-based education, which is a program of instruction by which a pupil advances to a higher level of learning when the pupil demonstrates mastery of a concept or skill, regardless of the time, place or pace at which the pupil progresses. (NRS 389.200, 389.210) Under the pilot program: (1) the Department is required to conduct a public awareness campaign regarding competency-based education and is authorized to distribute competitive grants to carry out the pilot program; (2) the board of trustees of a school district or the governing body of a charter school is authorized to apply to the State Board of Education for approval for a school to provide competency-based education; and (3) a school selected to participate in the pilot program is required to satisfy certain requirements to implement competency-based education in the school. (NRS 389.210) Section 9 of this bill repeals the pilot program, and sections 2-6 of this bill establish a process by which the board of trustees of a school district, the governing body of a charter school, a committee to form a charter school or a charter management organization applying to form a charter school, or the governing body of a university school for profoundly gifted pupils, may apply to the Department for approval to provide a program of competency-based education. Section 3 establishes requirements for: (1) the board of trustees of a school district, the governing body of a charter school, a committee to form a charter school or charter management organization applying to form a charter school, or the governing body of a university school for profoundly gifted pupils to apply to the Department for approval to provide a program of competency-based education; (2) the approval or denial of such an application by the Department; and (3) the development of a plan for conducting the program of competency-based education, presenting the plan to the public and providing a copy of the plan to the school community, parents and employees of the school district, charter school or university school for profoundly gifted pupils. Section 4 requires the board of trustees of a school district or the governing body of a charter school or university school for profoundly gifted pupils, that provides a program of competency-based education to ensure compliance with applicable statutes, regulations, rules and policies, including, without limitation, requirements for graduation, the accountability of public schools, the attendance and truancy of pupils, the discipline of pupils and the administration of required examinations and assessments. Section 5 authorizes alternative scheduling for pupils participating in a program of competency-based education. Section 2 establishes the methods by which a pupil participating in a program of competency-based education may demonstrate proficiency in a specific course of study, and section 7 of this bill makes a conforming change to reflect the establishment of those methods in section 2. Section 6 provides for the adoption of regulations by the State Board to carry out programs of competency-based education. Section 8 of this bill makes a conforming change to make the existing definition of “competency-based education” apply to sections 2-6.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/11789/Overview
83,AB240,Revises provisions relating to athletics. (BDR 34-179),Assemblymember Bert Gurr (Republican); Assemblymember Ken Gray (Republican); Assemblymember Danielle Gallant (Republican); Assemblymember Alexis Hansen (Republican); Assemblymember Jill Dickman (Republican); Senator Jeff Stone (Republican); Senator John Ellison (Republican); Senator Ira Hansen (Republican),Assemblymember Lisa Cole (Republican); Assemblymember Rebecca Edgeworth (Republican); Assemblymember Gregory Hafen (Republican); Assemblymember Melissa Hardy (Republican); Assemblymember Brian Hibbetts (Republican); Assemblymember Gregory Koenig (Republican); Assemblymember PK O’Neill (Republican); Assemblymember Toby Yurek (Republican),"Existing law governs athletics in schools and in institutions of higher education. (Chapters 385B and 398 of NRS) Section 5 of this bill requires a public school or a private school that competes against a public school to designate, based on biological sex at birth, each athletic team or sport that is sponsored by the school as being for males, for females or for both males and females. Section 5 prohibits such a school from opening an athletic team or sport that is designated for females or males to participation by members of the other sex. Section 6 of this bill provides that a school's compliance with section 5 does not constitute discrimination on the basis of sex or gender identity or expression under any state statute or local ordinance. Section 6 also prohibits certain entities that oversee athletic teams and sports that are sponsored by public schools from taking certain adverse actions against a school for maintaining a separate athletic team or sport for females or males. Sections 10 and 11 of this bill establish similar provisions applicable to public and private institutions of higher education. Sections 3, 4 and 9 of this bill define certain terms, and section 2 of this bill establishes the applicability of the definitions set forth in sections 3 and 4. Section 7 of this bill authorizes a pupil to bring a civil action against: (1) a school for a violation of sections 2-7; or (2) a school or athletic association or organization for retaliating against the pupil for reporting a violation of sections 2-7 to the school, athletic association or organization or a state or federal agency with oversight of the school. Section 7 additionally authorizes a school to bring a civil action against a governmental entity, licensing or accrediting organization or athletic association or organization for a violation of sections 2-7. Section 7 establishes: (1) the period within which such a civil action must be filed; and (2) the types of relief available in such a civil action. Section 12 of this bill establishes similar provisions applicable to public and private institutions of higher education.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12261/Overview
83,AB247,Revises provisions relating to persons with disabilities. (BDR 19-574),Assemblymember Tracy Brown-May (Democratic),,"Under existing law, all meetings of public bodies, with certain exceptions, must be open and public and those responsible for the public meeting must make reasonable efforts to accommodate persons with physical disabilities who wish to attend. (NRS 241.020) Section 1 of this bill provides that a reasonable effort to accommodate persons with physical disabilities includes, without limitation, the provision of a qualified interpreter and Communication Access Realtime Translation at a public meeting. Existing law provides that, insofar as possible, all buildings used by the public be accessible to and functional for persons with a physical handicap. (NRS 338.180) Section 2 of this bill requires that each public building designed on or after July 1, 2025, that is owned by a public body and in which certain public meetings are held must include any equipment and software necessary for Communication Access Realtime Translation. Under existing law the Council to Establish Academic Standards for Public Schools is required to establish standards of content and performance for certain courses of study taught in public schools, including courses of study of a foreign or world language. (NRS 389.520) Section 3 of this bill includes American Sign Language as a foreign or world language for which the Council must establish standards of content and performance. Section 4 of this bill requires the Department of Education to conduct a study during the 2025-2026 interim to determine the need for a school for pupils who are deaf or hard of hearing.",Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12277/Overview
83,AB257,AN ACT making an appropriation to the Nevada School of the Arts for its programs and services to promote education in the arts; and providing other matters properly relating thereto.,Assemblymember Reuben D'Silva (Democratic),,AN ACT making an appropriation to the Nevada School of the Arts for its programs and services to promote education in the arts; and providing other matters properly relating thereto.,Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12287/Overview
83,AB268,Makes an appropriation to the State Department of Agriculture for universal free breakfast and lunch for Nevada pupils. (BDR S-340),Assemblymember Sandra Jauregui (Democratic); Assemblymember Shea Backus (Democratic),,AN ACT making an appropriation to the State Department of Agriculture for the purpose of awarding grants of money to Nevada school districts to provide universal free breakfast and lunch for Nevada pupils; and providing other matters properly relating thereto.,Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12315/Overview
83,AB272,"AN ACT relating to forensic medical examinations; repealing, replacing and revising certain provisions relating to the payment of and reimbursement for forensic medical examinations of certain victims of crime; and providing other matters properly relating thereto.",Assemblymember Melissa Hardy (Republican),,"Existing law: (1) requires a county in whose jurisdiction a sexual assault is committed to pay any costs incurred by a hospital for a forensic medical examination of the victim; and (2) provides that such costs must not be charged directly to the victim. (NRS 217.300) Similarly, existing law: (1) requires a county in whose jurisdiction a domestic violence battery by strangulation is committed to pay any costs incurred by a hospital for a strangulation forensic medical examination of the victim; and (2) provides that such costs must not be charged directly to the victim. (NRS 217.405) Sections 3 and 13 of this bill remove and repeal the provisions of existing law requiring the costs incurred by a hospital for a forensic medical examination of a victim of sexual assault or domestic violence battery by strangulation to be paid by the county. Instead, section 1 of this bill establishes procedures by which a health care facility may be reimbursed by the Department of Health and Human Services for any costs incurred by the health care facility for the forensic medical examination of a victim of sexual assault, domestic violence, battery which is committed by strangulation or certain offenses related to human trafficking. Additionally, section 1 prohibits the health care facility from directly charging the victims for the costs of such a forensic medical examination. Sections 2 and 4-12 of this bill make conforming changes necessary to implement the new procedures for reimbursement.",Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12322/Overview
83,AB286,AN ACT relating to education; authorizing one or more institutions of higher education within the Nevada System of Higher Education to establish a pilot program to assess the competency of applicants for a license to teach through the use of alternative assessment methods; requiring certain regulations adopted by the Commission on Professional Standards in Education to authorize an applicant for a license to teach to be exempt from requirements to pass a competency test in various subjects if the applicant completes the pilot program; and providing other matters properly relating thereto.,Assemblymember Selena Torres-Fossett (Democratic); Assemblymember Cecelia González (Democratic),,"Existing law creates the Commission on Professional Standards in Education and requires the Commission to adopt regulations prescribing the qualifications for licensing teachers and other educational personnel. (NRS 391.011, 391.019) Existing law additionally requires the Commission to adopt regulations governing examinations for the initial licensing of teachers and other educational personnel. (NRS 391.021) Existing regulations provide that an applicant is exempt from the requirement to pass a competency test in the principles and methods of teaching if the applicant submits to the Department of Education evidence that he or she: (1) completed the “Principles of Learning and Teaching Test” prepared and administered by the Educational Testing Service; or (2) is applying for a license with an endorsement in an area for which training in the principles and methods of teaching is not required. (NAC 391.036) Section 1 of this bill provides that the regulations adopted by the Commission must also authorize an applicant for an initial license to teach to be exempt from the requirement to pass a competency test in the principles and methods of teaching if he or she satisfactorily completes the pilot program established pursuant to section 2 of this bill. Section 2 authorizes institutions within the Nevada System of Higher Education to establish a pilot program to offer an alternative pathway for assessing the competency of prospective teachers through the use of alternative assessment methods. Section 2: (1) sets forth the requirements for the program; and (2) provides that the pilot program must select not more than 100 participants each academic year during the duration of the program; and (3) requires that each participant be an applicant for an initial license to teach who currently holds a provisional license to teach or an endorsement or license to serve as a substitute teacher. For a participant in the pilot program, section 2 requires the Department to extend the deadline for successfully passing a competency test, which is required to receive an initial license to teach, for a period of 24 months after he or she is selected to participate in the program, thereby allowing the participant to use his or her satisfactory completion of the pilot program to satisfy by exemption the requirement to complete certain competency tests. Section 2 also requires each institution that established a pilot program to submit: (1) an annual progress report regarding the pilot program to the Commission, the State Board of Education and the Director of the Legislative Counsel Bureau for distribution to the Joint Interim Standing Committee on Education; and (2) not later than 6 months after the cessation of the pilot program, a report to the Department on the success of the pilot program and a plan for its broader implementation. Section 4 of this bill provides that the pilot program established by section 2 expires by limitation on July 1, 2029.",Enacted,Approved by the Governor. Chapter 372.,Yes,Yes,Yes,0.4602,The enrolled bill differs from the introduced version before it reached the Governor. NELIS lists adopted amendments: Amendment 160.,Amendment 160,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12341/Overview
83,AB288,Makes an appropriation to the White Pine County School District for the construction of an elementary school. (BDR S-617),Assemblymember Bert Gurr (Republican); Assemblymember Rich DeLong (Republican); Assemblymember Gregory Hafen (Republican); Senator Robin Titus (Republican); Senator Ira Hansen (Republican),Assemblymember Ken Gray (Republican); Assemblymember Alexis Hansen (Republican); Assemblymember Brian Hibbetts (Republican); Assemblymember Heidi Kasama (Republican); Assemblymember PK O’Neill (Republican),AN ACT making an appropriation to the White Pine County School District for the construction of an elementary school; and providing other matters properly relating thereto.,Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12344/Overview
83,AB289,Revises provisions relating to education. (BDR 34-320),Assemblymember Duy Nguyen (Democratic); Assemblymember Brian Hibbetts (Republican); Assemblymember Hanadi Nadeem (Democratic); Assemblymember Elaine Marzola (Democratic); Senator Lisa Krasner (Republican); Senator Rochelle Nguyen (Democratic); Senator Fabian Doñate (Democratic),"Assemblymember Natha Anderson (Democratic); Assemblymember Tracy Brown-May (Democratic); Assemblymember Max Carter (Democratic); Assemblymember Venicia Considine (Democratic); Assemblymember Joe Dalia (Democratic); Assemblymember Reuben D'Silva (Democratic); Assemblymember Rebecca Edgeworth (Republican); Assemblymember Danielle Gallant (Republican); Assemblymember Cecelia González (Democratic); Assemblymember Heather Goulding (Democratic); Assemblymember Ken Gray (Republican); Assemblymember Alexis Hansen (Republican); Assemblymember Linda Hunt (Democratic); Assemblymember Jovan Jackson (Democratic); Assemblymember Venise Karris (Democratic); Assemblymember Selena La Rue Hatch (Democratic); Assemblymember Brittney Miller (Democratic); Assemblymember Cinthia Zermeño Moore (Democratic); Assemblymember Erica Roth (Democratic); Senator Michelee ""Shelly"" Cruz-Crawford (Democratic); Senator Edgar Flores (Democratic); Senator Julie Pazina (Democratic); Senator Lori Rogich (Republican)","Article 11 of the Nevada Constitution requires the Nevada Legislature to provide for the establishment of a State University that is controlled by a Board of Regents whose duties are prescribed by law. (Nev. Const. Art. 11, § 4) Existing law establishes the Nevada System of Higher Education, which consists of the State University and certain other educational institutions, programs and operations. (NRS 396.020) Existing law authorizes the Board of Regents of the University of Nevada to prescribe the course of study for the System. (NRS 396.440) This bill authorizes the Board of Regents to establish a course of study in financial literacy.",Enacted,Chapter 284.,Yes,Yes,Yes,0.0588,"The enrolled bill differs from the introduced version before it reached the Governor. NELIS lists adopted amendments: Amendment 163, Amendment 556.",Amendment 163; Amendment 556,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12345/Overview
83,AB292,"AN ACT relating to education; revising provisions governing the design, construction and alteration of certain school buildings; and providing other matters properly relating thereto.",Assemblymember Selena La Rue Hatch (Democratic); Assemblymember Duy Nguyen (Democratic),Assemblymember Natha Anderson (Democratic); Assemblymember Reuben D'Silva (Democratic); Assemblymember Jovan Jackson (Democratic),"Existing law requires that each school district must, in designing, constructing and altering school buildings and facilities, comply with the requirements of the Americans with Disabilities Act of 1990, and certain federal regulations adopted pursuant thereto. (42 U.S.C. §§ 12101 et seq.; NRS 393.110) This bill additionally requires that each school district must include a designated space for prekindergarten programs in each elementary school building that is used primarily for the educational instruction of pupils and that is designed, constructed or altered on or after July 1, 2025.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12352/Overview
83,AB298,Revises provisions relating to school counselors. (BDR 34-532),Assembly Committee on Education,,"Existing law requires a public school, including, without limitation, a charter school, to employ a school counselor on a full-time basis and provide for a comprehensive program for school counseling developed by a school counselor only to the extent that money is available for that purpose. (NRS 388.055) Section 1 of this bill eliminates the provision which makes these requirements contingent upon the availability of money for that purpose, thereby requiring each public school to employ a school counselor on a full-time basis and provide for a comprehensive program for school counseling developed by a school counselor. To conform with the change in section 1 requiring each public school to employ a school counselor on a full-time basis, sections 2 and 3 of this bill eliminate language which makes the appointment of certain persons, including a school counselor, school psychologist or social worker, to teams involved in the provision of a safe and respectful learning environment at a school contingent upon the school employing such a person on a full-time basis.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12371/Overview
83,AB307,AN ACT relating to taxation; eliminating the excise taxes on wholesale sales of cannabis; increasing the amount of the excise tax on retail sales of cannabis and cannabis products; revising the manner in which the revenues from the excise tax on retail sales of cannabis and cannabis products must be distributed; and providing other matters properly relating thereto.,Assemblymember Danielle Gallant (Republican); Assemblymember Lisa Cole (Republican),Assemblymember Cecelia González (Democratic),"Existing law imposes an excise tax upon the first wholesale sale of cannabis by a medical cannabis cultivation facility or an adult-use cannabis cultivation facility to another cannabis establishment at the rate of 15 percent of: (1) the fair market value at wholesale for sales made to an affiliate of the medical cannabis cultivation facility or adult-use cannabis cultivation facility; or (2) the sales price of the cannabis, if the sale is made to a cannabis establishment that is not an affiliate of the medical cannabis cultivation facility or adult-use cannabis cultivation facility. Existing law requires the revenues collected from those excise taxes to be distributed: (1) to the Cannabis Compliance Board and to local governments in an amount determined to be necessary by the Board to pay the costs of the Board and local governments in carrying out the provisions of existing law governing the medical and adult use of cannabis; and (2) if any money remains, to the State Treasurer to be deposited to the credit of the State Education Fund. (NRS 372A.290) Section 5 of this bill eliminates those excise taxes on wholesale sales of cannabis. Existing law imposes an excise tax on each retail sale of cannabis or cannabis products by an adult-use cannabis retail store or cannabis consumption lounge at the rate of 10 percent of the sales price of the cannabis or cannabis products. Under existing law, the revenues collected from that excise tax are required to be paid over as collected to the State Treasurer to be deposited to the credit of the State Education Fund. (NRS 372A.290) Section 5 increases the amount of the excise tax on retail sales of cannabis and cannabis products from 10 percent to 14.25 percent of the sales price of the cannabis or cannabis products. Section 5 additionally requires the revenues from that excise tax to be distributed: (1) to the Cannabis Compliance Board in an amount determined to be necessary by the Board to pay the costs of the Board in carrying out the provisions of existing law governing the medical and adult use of cannabis; and (2) if any money remains, to the State Treasurer to be deposited to the credit of the State Education Fund. Sections 1-4 of this bill revise provisions relating to the excise tax on cannabis to reflect the elimination of the excise taxes on wholesale sales of cannabis in section 5. Section 6 of this bill revises provisions setting forth the sources of revenue for the State Education Fund to eliminate references to the excise taxes on wholesale sales of cannabis. Section 7 of this bill repeals provisions requiring the Department of Taxation to establish procedures to determine the fair market value at wholesale of cannabis, which are rendered obsolete by section 5.",Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12387/Overview
83,AB314,Revises provisions relating to economic development. (BDR 18-670),Assemblymember Rebecca Edgeworth (Republican),,"Existing law creates the Governor's Office of Workforce Innovation within the Department of Employment, Training and Rehabilitation and prescribes the duties of the Office and its Executive Director, which include, without limitation, defining career pathways and identifying priority career pathways for secondary and postsecondary education. (NRS 232.965, 232.975) Under existing law, the Governor's Office of Workforce Innovation is required to establish and administer a Career Pathways Demonstration Program. Pursuant to the Program, the Office is required to identify not more than three priority industries, including K-12 education, for the development and implementation of career pathways and to take certain steps to implement the Program, including, without limitation, establishing measurable objectives for the outcomes of the Program and implementing a competitive process to select proposals for career pathway projects. (NRS 232.985) Section 3.5 of this bill requires one of the priority industries for the purposes of the Program to be health care. Existing law: (1) requires each large school district in this State, meaning any school district which has more than 100,000 pupils enrolled in its public schools (currently only the Clark County School District), to offer a Teacher Academy College Pathway Program at every high school in the school district with 250 or more pupils enrolled to enable pupils in grades 9 to 12 to prepare for employment in professions in K-12 education; (2) authorizes a large school district to offer the Program at high schools with fewer than 250 pupils; and (3) authorizes a school district which is not a large school district to offer the Program at high schools in the school district. (NRS 388.223) Section 3.7 of this bill enacts similar provisions to establish a Health Care Workforce Pathway Program. Existing law requires the State Treasurer to establish a program to provide reimbursement for tuition charges, registration fees, laboratory fees and any other mandatory fees paid to an institution within the Nevada System of Higher Education by a person who completed the Teacher Academy College Pathway Program and who worked as a full-time, licensed teacher for at least 3 consecutive school years at a public school in this State. Under existing law, the State Treasurer is authorized to provide partial reimbursement for such tuition charges and fees to a person who completed the Teacher Academy College Pathway Program and who has worked as a full-time, licensed teacher for 1 year or 2 consecutive years. (NRS 226.420) Section 3.1 of this bill authorizes the State Treasurer to provide similar reimbursements to persons who complete the Health Care Workforce Pathway Program and who work in this State in the field of health care for a certain period. Section 3.3 of this bill renames the Nevada Grown Educator Account as the Nevada Grown Educator and Health Care Workforce Account to reflect that the Account will be used to carry out the Teacher Academy College Pathway Program and the Health Care Workforce Pathway Program established pursuant to section 3.7. Existing law authorizes the Board of Regents of the University of Nevada to: (1) enter into an agreement with a school district to assist in the implementation of the Teacher Academy College Pathway Program; and (2) establish a program to identify pupils who have completed the Teacher Academy College Pathway Program, or who are expected to complete the Program by the end of grade 12, and who wish to apply for admission to an institution within the Nevada System of Higher Education, and inform such pupils of the institutions within the System where such pupils may qualify for admission. (NRS 396.1219) Section 3.9 of this bill extends similar authority to the Board of Regents to enter into an agreement with a school district to assist in the implementation of the Health Care Workforce Pathway Program established pursuant to section 3.7.",Failed,(No further action taken.),No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12399/Overview
83,AB316,Revises provisions relating to the governance of school districts. (BDR 34-319),Assemblymember Duy Nguyen (Democratic); Senator Angela Taylor (Democratic),,"Existing law provides that the board of trustees of a county school district consists of 5, 7 or 11 members depending on the number of pupils who are enrolled in the county school district. (NRS 386.120) Section 1 of this bill requires the board of county commissioners to appoint a nonvoting pupil trustee to the board of trustees of each county school district in this State, who must be nominated from the pupils in the county school district. Section 1 outlines the qualifications and procedures for nominating the pupil trustee and the rights and responsibilities of the pupil trustee. Finally, section 1 provides that the pupil trustee has: (1) the same rights as voting members of the board of trustees; (2) the right to receive equivalent training for professional development; and (3) the right to express an opinion before any vote taken by the board of trustees. Sections 2-9 of this bill revise references to the number of trustees on the board of trustees and the election of members of the board of trustees to account for the appointment of the nonvoting pupil trustee. Section 10 of this bill provides that a person appointed to fill a vacancy in the position of pupil trustee must have the qualifications set forth in section 1. Section 11 of this bill provides that the training for professional development that the pupil trustee has the right to receive is an exception to the requirements for the training required to be provided to the other trustees.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12401/Overview
83,AB323,Revises provisions relating to certain changes in the use of school buildings. (BDR 34-526),Assembly Committee on Education,,"When the board of trustees of a school district proposes to change the location of a school, close a school or change the use of a school building to a purpose other than the teaching of kindergarten through 12th grade, existing law requires the board of trustees to: (1) give 30 days' written notice to the principals and teachers of the affected school and to the parents of the children attending the school; and (2) publish a notice of the subject, time and place of the meeting at which the matter will be considered. (NRS 393.080) Section 1 of this bill exempts from those requirements a proposal to add prekindergarten to the grades that are taught at a school. Section 1 also: (1) requires the board of trustees to notify members of the community who reside within 1 mile of a school for which a change of location, closure or change of use is proposed; and (2) prescribes the required contents of the notice of a proposal to close a school that the board of trustees is required to provide to parents, teachers and the community. Section 1 additionally prohibits the board of trustees from basing a decision to close a school on: (1) any damage or other impact to the school caused by a flood or fire; or (2) the number of pupils enrolled in the school. Existing law authorizes a resident of a school district who is aggrieved by a decision of the board of trustees of a school district to close or change the use of a school to make a written request to the board for a hearing for reconsideration of the decision. (NRS 393.085) Section 2 of this bill: (1) requires the State Board of Education to review a final decision of the board of trustees to close or change the use of a school, regardless of whether the board of trustees holds such a reconsideration hearing; and (2) prescribes the process for such review.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12413/Overview
83,AB327,AN ACT relating to public broadcasting; requiring the Legislative Auditor to conduct an audit of certain financial information and employment matters associated with Vegas PBS; requiring the Legislative Auditor to conduct an audit of the Department of Education relating to grants to public broadcasting organizations; and providing other matters properly relating thereto.,Assemblymember Duy Nguyen (Democratic),Assemblymember Natha Anderson (Democratic),"Existing law establishes the Legislative Counsel Bureau, which consists of a Legislative Commission, an Interim Finance Committee, a Director, an Audit Division, a Fiscal Analysis Division, a Legal Division, a Research Division and an Administrative Division. (NRS 218F.100) Existing law requires the Legislative Auditor, who is the chief of the Audit Division, to conduct certain postaudits of accounts, funds and other records of departments and boards, among other certain entities, of the State to determine certain information. (NRS 218F.100, 218G.200) This bill requires the Legislative Auditor to conduct an audit of the: (1) financial management and employment practices of Vegas PBS, including, without limitation, a focus on the budget, hiring practices and any other relevant matters deemed necessary by the Legislative Commission; and (2) grants of money from the Department of Education to public broadcasting organizations, including, without limitation, an analysis of the distribution of grants and the historical increases of the grants to each public broadcasting organization and any other relevant matters deemed necessary by the Legislative Commission.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/12419/Overview
83,AB33,Creates the Nevada Office of the Inspector General. (BDR 18-435),Assembly Committee on Government Affairs,,"Existing law creates the Office of the State Controller, whose duties include, without limitation, administering the State's accounting system, processing and recording the State's financial transactions, conducting audits and recommending plans for the support of public credit, promoting frugality and economy, and better management and understanding of the fiscal affairs of the State. (Nev. Const. Art. 5, § 19; chapter 227 of NRS) This bill creates the Nevada Office of the Inspector General within the Office of the State Controller with the authority to audit, investigate, inspect and review the performance of any state agency, local government or nonprofit organization that receives public money. Section 9 of this bill creates the Nevada Office of the Inspector General, consisting of the Inspector General and any person employed by the Office. Section 9 also requires the Inspector General to be appointed for a term of 4 years by unanimous agreement of the Lieutenant Governor, State Treasurer and State Controller. Section 10 of this bill requires the Inspector General to administer the provisions of law governing the Office. Section 11 of this bill: (1) requires the Inspector General to appoint a deputy inspector general and a special counsel who are in the unclassified service of the State; and (2) authorizes the Inspector General, within the limits of available money, to employ such persons in the classified service of the State as he or she deems necessary to provide an appropriate staff for the Office and to enter into contracts with certain professionals for professional services related to the functions of the Office. Sections 3-8 of this bill define terms relating to the Nevada Office of the Inspector General. Section 2 of this bill sets forth the applicability of those definitions to sections 2-19 of this bill. Section 12 sets forth certain responsibilities and duties of the Inspector General, including: (1) establishing and maintaining a full-time program of auditing, investigation, inspection and performance review of each state agency, local government and nonprofit organization; (2) submitting a report to the State Controller and the Director of the Legislative Counsel Bureau, on at least a quarterly basis or at the State Controller's request, setting forth any findings, conclusions or recommendations relating to an audit, investigation, inspection or review conducted by the Inspector General; and (3) immediately reporting certain problems that require immediate attention and any suggested corrective or remedial actions. Sections 13 and 31 of this bill transfer from the Division of Internal Audits of the Office of Finance to the Inspector General the requirement to establish a telephone number to receive information relating to abuse, fraud and waste with respect to public money received and used by state agencies, local governments or nonprofit organizations. Section 14: (1) requires a state agency, local government or nonprofit organization, upon request by the Inspector General, to cooperate with and provide assistance to the Inspector General in carrying out his or her duties; and (2) makes any person who willfully prevents, impairs or prohibits the performance of the duties of the Inspector General guilty of a category E felony. Section 15 authorizes the Inspector General to issue subpoenas. Sections 13, 16 and 22 of this bill provide for the confidentiality of: (1) any record maintained by the Inspector General during an investigation; and (2) the identity of any whistleblower. Otherwise, section 16 requires a report of the Inspector General to be made available to the public annually. Section 17 of this bill requires the Legislative Auditor to review at least once every 5 years a representative sample of the audits, investigations, inspections and reviews conducted by the Nevada Office of the Inspector General to ensure conformance with certain professional standards. Section 18 of this bill makes it a category E felony to retaliate against certain persons who file a lawful complaint concerning fraud, waste, abuse or corruption within a state agency, local government or nonprofit organization. Under existing law, a person commits a gross misdemeanor if he or she uses any threat, force or violence to prevent an executive or administrative officer from performing his or her duties. (NRS 197.090) Section 19 of this bill makes it a category E felony for a person to use any threat, force or violence to prevent the Inspector General or any employee of the Office from performing his or her duties. Sections 20 and 21 of this bill provide that the increased penalty for assault or battery of an officer applies to an assault or battery of the Inspector General or an employee of the Office. Section 23 of this bill makes the Inspector General and any person employed as an investigator by the Office category II peace officers. Under existing law, the head of each state agency must periodically review and report to the Director of the Office of Finance whether the agency's system of internal accounting and administrative control is in compliance with the uniform system of internal accounting and administrative control adopted by the Director for state agencies. Existing law further requires the Director to submit a report on the status of internal accounting and administrative controls in state agencies to certain persons. (NRS 353A.020) Section 24 of this bill requires the Director to provide this report to the Inspector General. Sections 25-29 of this bill require certain state agencies and local governments to provide the Inspector General with certain reports. Section 28 of this bill: (1) requires the Lieutenant Governor, State Treasurer and State Controller to appoint the Inspector General on or before December 1, 2025; and (2) provides that the State Controller is the acting Inspector General until the appointment is made.",Failed,"(Pursuant to Joint Standing Rule No. 14.3.1, no further action allowed.)",No,No,,,,,https://www.leg.state.nv.us/App/NELIS/REL/83rd2025/Bill/11809/Overview
